timestamp,trip_id,route_id,stop_id,delay_seconds,schedule_relationship,lat,lon
2026-06-30T18:25:46+00:00,74489867,7-20789,7940,,0,51.0378,-114.09
2026-06-30T18:25:46+00:00,74489902,101-20789,3392,,0,51.0466,-114.066
2026-06-30T18:25:46+00:00,74489932,57-20789,7467,,0,51.0921,-113.933
2026-06-30T18:25:46+00:00,74489933,57-20789,9486,,0,51.0887,-113.985
2026-06-30T18:25:46+00:00,74489974,136-20789,8627,,0,51.1246,-113.949
2026-06-30T18:25:46+00:00,74489975,136-20789,2641,,0,51.1582,-113.938
2026-06-30T18:25:46+00:00,74490058,51-20789,9640,,0,51.0189,-114.228
2026-06-30T18:25:46+00:00,74490110,134-20789,4000,,0,51.1037,-114.159
2026-06-30T18:25:46+00:00,74490155,19-20789,5710,,0,51.0601,-114.013
2026-06-30T18:25:46+00:00,74490174,19-20789,8471,,0,51.0708,-114.125
2026-06-30T18:25:46+00:00,74490190,19-20789,7109,,0,51.1051,-114.165
2026-06-30T18:25:46+00:00,74490206,19-20789,6730,,0,51.0653,-114.104
2026-06-30T18:25:46+00:00,74490224,19-20789,6018,,0,51.0733,-114.013
2026-06-30T18:25:46+00:00,74490250,304-20789,9179,,0,50.9628,-114.096
2026-06-30T18:25:46+00:00,74490275,304-20789,6110,,0,50.9544,-114.118
2026-06-30T18:25:46+00:00,74490296,304-20789,3370,,0,50.9874,-114.096
2026-06-30T18:25:46+00:00,74490311,304-20789,5300,,0,51.0481,-114.065
2026-06-30T18:25:46+00:00,74490327,304-20789,5770,,0,51.0175,-114.118
2026-06-30T18:25:46+00:00,74490376,26-20789,2966,,0,51.107,-114.239
2026-06-30T18:25:46+00:00,74490388,26-20789,2951,,0,51.1225,-114.25
2026-06-30T18:25:46+00:00,74490389,26-20789,6346,,0,51.0378,-114.141
2026-06-30T18:25:46+00:00,74490433,120-20789,8525,,0,51.1037,-114.158
2026-06-30T18:25:46+00:00,74490484,108-20789,,,0,51.085,-114.234
2026-06-30T18:25:46+00:00,74490485,108-20789,6794,,0,51.0795,-114.164
2026-06-30T18:25:46+00:00,74490518,108-20789,6581,,0,51.0734,-114.166
2026-06-30T18:25:46+00:00,74490597,113-20789,7160,,0,51.1228,-114.225
2026-06-30T18:25:46+00:00,74490615,113-20789,4112,,0,51.1049,-114.157
2026-06-30T18:25:46+00:00,74490667,82-20789,3494,,0,51.1707,-114.142
2026-06-30T18:25:46+00:00,74490688,82-20789,2194,,0,51.1703,-114.151
2026-06-30T18:25:46+00:00,74490708,82-20789,6968,,0,51.087,-114.133
2026-06-30T18:25:46+00:00,74490760,53-20789,6745,,0,51.0888,-114.199
2026-06-30T18:25:46+00:00,74490777,53-20789,6616,,0,51.0882,-114.157
2026-06-30T18:25:46+00:00,74490820,8-20789,9619,,0,51.0738,-114.145
2026-06-30T18:25:46+00:00,74490841,8-20789,2804,,0,51.0781,-114.146
2026-06-30T18:25:46+00:00,74490862,8-20789,,,0,51.1184,-114.134
2026-06-30T18:25:46+00:00,74490880,8-20789,2942,,0,51.1475,-114.136
2026-06-30T18:25:46+00:00,74490916,8-20789,3498,,0,51.1569,-114.069
2026-06-30T18:25:46+00:00,74490937,9-20789,6604,,0,51.093,-114.129
2026-06-30T18:25:46+00:00,74490952,9-20789,4280,,0,51.0375,-114.141
2026-06-30T18:25:46+00:00,74490967,9-20789,5013,,0,51.0646,-114.131
2026-06-30T18:25:46+00:00,74490978,9-20789,8026,,0,51.0603,-114.13
2026-06-30T18:25:46+00:00,74490985,9-20789,9076,,0,51.0186,-114.141
2026-06-30T18:25:46+00:00,74491003,9-20789,7073,,0,51.101,-114.137
2026-06-30T18:25:46+00:00,74491018,9-20789,7738,,0,51.0014,-114.064
2026-06-30T18:25:46+00:00,74491031,9-20789,8718,,0,50.9982,-114.083
2026-06-30T18:25:46+00:00,74491055,90-20789,5303,,0,51.0464,-114.066
2026-06-30T18:25:46+00:00,74491076,90-20789,5441,,0,51.0489,-114.036
2026-06-30T18:25:46+00:00,74491096,90-20789,5181,,0,51.0417,-114.073
2026-06-30T18:25:46+00:00,74491114,90-20789,5408,,0,51.0766,-114.127
2026-06-30T18:25:46+00:00,74491136,123-20789,9345,,0,51.16,-114.101
2026-06-30T18:25:46+00:00,74491161,123-20789,4418,,0,51.1532,-114.106
2026-06-30T18:25:46+00:00,74491191,123-20789,3416,,0,51.1737,-114.141
2026-06-30T18:25:46+00:00,74491259,124-20789,2944,,0,51.1794,-114.104
2026-06-30T18:25:46+00:00,74491312,124-20789,2912,,0,51.183,-114.069
2026-06-30T18:25:46+00:00,74491411,92-20789,4911,,0,50.9322,-113.968
2026-06-30T18:25:46+00:00,74491430,92-20789,9519,,0,50.9233,-113.969
2026-06-30T18:25:46+00:00,74491450,96-20789,4900,,0,50.9436,-114.003
2026-06-30T18:25:46+00:00,74491458,96-20789,8318,,0,50.9321,-113.984
2026-06-30T18:25:46+00:00,74491466,92-20789,7797,,0,50.9544,-114.074
2026-06-30T18:25:46+00:00,74491505,92-20789,9334,,0,50.9539,-114.063
